"question","answer"
"Dans quelle rubrique de la fiche indicateur trouve-t-on l'option de clôture ?","L'option se trouve dans la rubrique 'Clôture'."
"Que signifie le statut 'Indicateur non clôturé' ?","Cela signifie que l'indicateur est toujours actif et suivi."
"Peut-on supprimer définitivement un indicateur ?","Oui, il est possible de supprimer un indicateur en utilisant le bouton 'Supprimer'."
"Où se trouve le bouton 'Supprimer' ?","Il se trouve dans la liste des indicateurs, une fois qu'un indicateur a été sélectionné."
"Quels types de rapports peut-on générer pour le module Indicateurs ?","On peut générer l'état des indicateurs, le suivi périodique, un tableau de bord, le suivi par responsable, l'évolution annuelle et un tableau des objectifs."
"Comment accède-t-on à ces rapports ?","On y accède via le menu contextuel, en cliquant sur l'icône de documentation."
"Qu'est-ce qu'un 'type d'indicateur' ?","C'est une catégorie qui permet de classer l'indicateur, souvent en fonction du processus qu'il mesure."
"Qu'est-ce qu'une 'valeur cible' ?","C'est l'objectif de performance que l'indicateur doit atteindre."
"Qu'est-ce qu'une 'limite critique' ?","C'est un seuil d'alerte. Si l'indicateur dépasse cette limite, il est considéré comme étant dans un état critique."
"Qu'est-ce que l''unité d'un indicateur' ?","C'est l'unité dans laquelle la valeur de l'indicateur est mesurée (par exemple : pourcentage, nombre, jour, etc.)."
"Qu'est-ce que la 'formule de calcul' ?","C'est la formule mathématique qui est utilisée pour calculer la valeur de l'indicateur."
"Qu'est-ce que la 'date de début' d'un indicateur ?","C'est la date à partir de laquelle le suivi de cet indicateur commence."
"Qu'est-ce que la 'date de fin' d'un indicateur ?","C'est la date à laquelle le suivi de cet indicateur prendra fin."
"Qu'est-ce que la 'périodicité de suivi' ?","C'est la fréquence à laquelle la valeur de l'indicateur doit être mesurée et enregistrée (mensuelle, trimestrielle, etc.)."
"Qu'est-ce qu'un 'type de suivi' ?","C'est la méthode de collecte des données pour l'indicateur, qui peut être manuelle ou automatique."
"Qu'est-ce qu'un 'type de résultat' ?","Cela définit comment la valeur finale de l'indicateur est déterminée (par exemple, en prenant la dernière valeur enregistrée)."
"Qu'est-ce qu'un 'coefficient' ?","C'est un facteur de pondération ou un multiplicateur qui peut être appliqué à la valeur de l'indicateur."
"Que signifie le statut 'Non Atteint' ?","Cela signifie que l'indicateur n'a pas réussi à atteindre sa valeur cible."
"Que signifie le statut 'Atteint' ?","Cela signifie que l'indicateur a atteint ou dépassé sa valeur cible."
"Que signifie le statut 'Non Suivi' ?","Cela indique que la valeur de l'indicateur n'a pas encore été enregistrée pour la période en cours."
"Que signifie le statut 'Suivi' ?","Cela indique que la valeur de l'indicateur a bien été enregistrée pour la période en cours."
"Que signifie le filtre 'Non clôturés' ?","Ce filtre affiche tous les indicateurs qui sont encore actifs et en cours de suivi."
"Que signifie le filtre 'Clôturés' ?","Ce filtre affiche les indicateurs qui ont été fermés et qui ne sont plus suivis."
"Que signifie l'option 'Tous' dans les filtres de statut ?","Cette option permet d'afficher tous les indicateurs, quel que soit leur statut."
"Peut-on filtrer la liste des indicateurs par site ?","Oui, un filtre par site est disponible."
"Peut-on filtrer la liste des indicateurs par processus ?","Oui, un filtre par processus est disponible."
"Peut-on filtrer la liste des indicateurs par type ?","Oui, il est possible de filtrer par type d'indicateur."
"Peut-on filtrer les indicateurs par leur périodicité de suivi ?","Oui, un filtre par périodicité est disponible."
"Peut-on rechercher un indicateur par son nom (libellé) ?","Oui, un champ de recherche 'Libellé Indicateur' est prévu à cet effet."
"Comment peut-on effectuer une recherche rapide ?","Un champ de 'Recherche rapide' est disponible en haut de la liste des indicateurs."
"Peut-on filtrer les indicateurs par leur responsable ?","Oui, un filtre par responsable d'indicateur est disponible."
"Peut-on filtrer les indicateurs par leur date de début ?","Oui, on peut filtrer en spécifiant une plage de dates de début."
"Peut-on filtrer les indicateurs par leur date de fin ?","Oui, on peut filtrer en spécifiant une plage de dates de fin."
"Combien d'éléments peut-on afficher par page dans la liste des indicateurs ?","Par défaut, 10 éléments sont affichés, mais ce paramètre est modifiable."
"Est-il possible d'exporter la liste des indicateurs ?","Oui, on peut exporter la liste en utilisant le bouton 'Exporter'."
"Le logiciel permet-il de rechercher un indicateur spécifique ?","Oui, une fonction de recherche est disponible via le bouton 'Rechercher'."
"Peut-on annuler les modifications en cours de saisie ?","Oui, un bouton 'Annuler' est disponible pour annuler les modifications non enregistrées."
"Qu'affiche le tableau de bord relatif aux indicateurs ?","Il affiche des indicateurs clés comme le taux d'efficacité moyen des actions clôturées et le taux global d'indicateurs atteints."
"Où trouve-t-on le module Indicateurs dans le menu principal ?","Il se trouve dans le menu principal, signalé par une section 'Indicateurs' qui affiche un badge avec le nombre d'alertes."
"Que représente le graphique visible sur le tableau de bord ?","Le graphique affiche l'évolution d'un indicateur, comme le 'Taux d'efficacité du SMQ', en montrant ses valeurs, sa valeur cible et sa limite critique."
"Quelles sont les trois courbes généralement présentes dans le graphique d'un indicateur ?","Les trois courbes représentent la 'Valeur' (souvent en bleu), la 'Valeur cible' (en jaune), et la 'Limite critique' (en rouge)."
"Peut-on afficher une valeur cumulée dans les indicateurs ?","Oui, il est possible d'indiquer si l'on souhaite afficher une 'Valeur cumulée'."
"À quoi sert le champ 'dernier motif' lors du suivi d'un indicateur ?","Ce champ sert à documenter la dernière modification ou le dernier commentaire pertinent concernant le suivi."
"Peut-on attacher un fichier ou un lien lors du suivi d'un indicateur ?","Oui, un champ 'Fichier Lien' est prévu pour attacher des documents justificatifs ou des liens."
"Que signifie le statut 'NON ENCORE SUIVI' ?","Ce statut indique que l'indicateur n'a jamais fait l'objet d'un enregistrement de valeur depuis sa création."
"Dans quelle rubrique de l'agenda trouve-t-on les indicateurs qui n'ont jamais été suivis ?","On les trouve dans la rubrique 'Indicateur(s) non encore suivis', signalée par un badge."
"Dans l'exemple, combien d'indicateurs non encore suivis sont signalés ?","Le badge rouge indique qu'il y a 1 indicateur non encore suivi."
"Quelle est la 'situation année en cours' affichée dans les exemples ?","Les situations affichées sont 'NON ENCORE SUIVI' et 'NON' (non atteint)."
"Quels sont les exemples de types d'indicateurs donnés ?","Les exemples sont '(P1.1) Manager le plan stratégique' et '(SG) Gérer les affaires juridiques et les contentieux'."
"Quel est le site mentionné dans les exemples ?","Le site mentionné est 'SAR'."
"Quels sont les noms des responsables mentionnés dans les exemples ?","Les responsables mentionnés sont Diakhate Babacar, KEBE NEE AMINATA O. S, et WONE."
"Quel est le numéro de l'indicateur utilisé dans l'exemple de suivi ?","L'indicateur porte le numéro 78 et est intitulé 'Taux de contentieux'."
"Quelle est la périodicité de l'indicateur dans l'exemple ?","Sa périodicité est 'Annuelle'."
"Quelle est la date de début dans l'exemple de création d'indicateur ?","La date de début est le 01/01/2022."
"Quelle est la valeur cible dans l'exemple ?","La valeur cible est de 100, avec une limite critique fixée à 99."
"Quel est le coefficient appliqué dans l'exemple ?","Le coefficient est de 1."
"Est-il possible d'avoir un suivi avec une saisie hebdomadaire qui est ensuite agrégée mensuellement ?","Oui, une option 'Avec saisie hebdomadaire mensuelle' est disponible."
"Où l'opérateur de comparaison (ex: >=) est-il visible dans l'historique des valeurs cibles ?","Il est visible dans le tableau de l'historique, qui contient les colonnes Opérateur, Valeur, Limite critique, Date Début, et Date Modif."
"Que signifie l'opérateur '>=' dans le contexte d'un indicateur ?","Cela signifie que l'objectif est considéré comme atteint si la valeur mesurée est supérieure ou égale à la valeur cible."
"Peut-on avoir plusieurs valeurs cibles enregistrées dans l'historique ?","Oui, l'historique est conçu pour conserver une trace de toutes les modifications de la valeur cible au fil du temps."
"À quoi sert la pagination dans les listes d'indicateurs ?","Elle permet de naviguer entre les différentes pages de résultats en utilisant les boutons Précédent, Suivant et les numéros de page."
"Dans l'exemple, combien d'indicateurs sont affichés sur la page actuelle ?","La page affiche 10 éléments sur un total de 19."
"Quel est l'affichage des éléments dans l'exemple de la page de suivi ?","L'affichage indique 'éléments 1 à 1 sur 1 éléments'."
"Où doit-on cliquer pour voir les indicateurs qui nécessitent un suivi ?","Il faut cliquer sur l'onglet 'Indicateur' dans la barre d'alertes."
"Que montre le badge sur l'onglet 'Indicateur' ?","Il affiche le chiffre 1 en rouge, indiquant qu'il y a 1 indicateur à suivre."
"Quels sont les autres onglets d'alertes visibles dans l'exemple ?","Les autres onglets visibles sont 'Action' (avec 0 alerte) et 'RH' (avec 0 alerte)."
"Peut-on voir le détail de l'historique d'un suivi ?","Oui, la section 'Détail du suivi de l'Indicateur' affiche l'historique des valeurs enregistrées."
"Que contient la section 'Enregistrement' d'une fiche indicateur ?","Elle contient les informations de base de l'indicateur, comme son libellé, son type, sa valeur cible, etc."
"Que contient la section 'Suivi' d'une fiche indicateur ?","Elle contient le détail de l'historique du suivi et permet d'ajouter de nouvelles valeurs."
"Que contient la section 'Action' d'une fiche indicateur ?","Elle liste toutes les actions qui ont été associées à cet indicateur."
"Que contient la section 'Liste des risques/opportunités' ?","Elle liste tous les risques et opportunités qui ont été identifiés en lien avec cet indicateur."
"Que contient la section 'Clôture' d'une fiche indicateur ?","Elle contient les informations relatives à la clôture et une case à cocher 'Indicateur non clôturé'."
"Qu'est-ce qu'un indicateur de processus ?","C'est un indicateur spécifiquement conçu pour mesurer la performance d'un processus particulier de l'entreprise."
"Peut-on lier un indicateur à un processus ?","Oui, le champ 'processus' doit être sélectionné lors de la création de l'indicateur."
"Les indicateurs permettent-ils de suivre les processus ?","Oui, leur principal objectif est de permettre de suivre et de piloter le bon fonctionnement des processus."
"Qu'est-ce que le 'suivi périodique' ?","C'est l'action d'enregistrer régulièrement les valeurs de l'indicateur, conformément à la fréquence (périodicité) qui a été définie."
"Peut-on modifier un indicateur une fois qu'il a été créé ?","Oui, il est possible de le mettre à jour en se rendant dans 'Indicateurs\Indicateurs'."
"Les modifications apportées à un indicateur sont-elles historisées ?","Oui, les modifications sont historisées, notamment pour les valeurs cibles qui disposent d'un historique dédié."
"Que signifie une situation 'NON' pour un indicateur ?","Cela signifie généralement que l'indicateur n'a pas atteint sa cible ou qu'il se trouve dans un état non souhaité."
"Comment peut-on savoir si un indicateur est clôturé ?","La case 'Indicateur non clôturé' dans la section 'Clôture' sera décochée."
"Peut-on rouvrir un indicateur qui a déjà été clôturé ?","Le document ne le précise pas, mais cette action serait probablement réservée au Service qualité."
"Quel est le rôle du Service qualité dans la gestion des indicateurs ?","Il est central : il crée, met à jour, clôture les indicateurs et sélectionne les responsables de leur suivi."
"Quel est le rôle du 'Responsable de suivi' ?","Son rôle est d'assurer le suivi périodique de l'indicateur en enregistrant les valeurs mesurées."
"Le système génère-t-il des alertes automatiques ?","Oui, le responsable de suivi reçoit une alerte automatique lorsque la date de suivi arrive à échéance."
"Où les alertes concernant les indicateurs sont-elles affichées ?","Elles sont affichées dans l'agenda de l'utilisateur, dans la section 'Indicateurs'."
"Peut-on désigner plusieurs responsables pour le suivi d'un même indicateur ?","Oui, le document utilise le terme 'le(s) responsable(s)', ce qui indique que c'est possible."
"Comment les indicateurs sont-ils organisés dans le menu de paramétrage ?","Ils sont organisés en plusieurs catégories : Indicateurs, Types d'indicateurs, Axes politiques, et Paramétrage de la périodicité."
"Qu'est-ce que le rapport 'Évolution annuelle' ?","C'est un rapport qui montre l'évolution de la performance des indicateurs sur une période d'un an."
"Qu'est-ce que le 'Tableau des objectifs' ?","C'est un rapport qui met en correspondance les objectifs stratégiques et les indicateurs de suivi qui y sont associés."
"Les indicateurs sont-ils liés au module Actions ?","Oui, on peut associer des actions aux indicateurs, notamment lorsqu'un objectif n'est pas atteint."
"Les indicateurs sont-ils liés au module Risques ?","Oui, on peut renseigner une liste de risques et d'opportunités pour chaque indicateur."
"Comment peut-on visualiser la performance d'un indicateur ?","On peut la visualiser à l'aide d'un graphique qui montre la valeur, la valeur cible et la limite critique."
"Que représente la courbe bleue dans le graphique d'un indicateur ?","La courbe bleue représente la valeur réelle mesurée de l'indicateur."
"Que représente la courbe jaune dans le graphique d'un indicateur ?","La courbe jaune représente la valeur cible à atteindre."
"Que représente la courbe rouge dans le graphique d'un indicateur ?","La courbe rouge représente la limite critique à ne pas dépasser."
"Comment accède-t-on au module Indicateurs ?","On y accède via la section 'Indicateurs' du menu principal de QUALIPRO."
"Existe-t-il un tableau de bord spécifique pour les indicateurs ?","Oui, il existe un tableau de bord qui affiche les statistiques et les graphiques relatifs aux indicateurs."
"Peut-on ajouter un commentaire lors du suivi d'un indicateur ?","Oui, le champ 'Commentaire' est même un champ obligatoire lors de l'enregistrement du suivi."
"Les données des indicateurs peuvent-elles être exportées ?","Oui, un bouton 'Exporter' est disponible dans la liste des indicateurs pour extraire les données."
"Existe-t-il une fonction de recherche rapide pour les indicateurs ?","Oui, une fonction de 'Recherche rapide' est intégrée à l'interface."
"Comment puis-je changer mon mot de passe pour le logiciel QUALIPRO ?","Pour changer votre mot de passe, ouvrez le lien http://srv-qualipro.sar.sn/Qualipro, saisissez votre login, cliquez sur 'changer mes paramètres d'accès', remplissez le formulaire, puis validez."
"Quelle est l'URL pour accéder à la plateforme QUALIPRO ?","L'URL d'accès est : http://srv-qualipro.sar.sn/Qualipro."
"Quel est le lien d'accès à QUALIPRO ?","Le lien pour accéder à QUALIPRO est http://srv-qualipro.sar.sn/Qualipro."
"Où dois-je me rendre pour me connecter à QUALIPRO ?","Vous devez ouvrir le lien http://srv-qualipro.sar.sn/Qualipro dans votre navigateur web."
"Quelle est l'adresse web de QUALIPRO ?","L'adresse web est http://srv-qualipro.sar.sn/Qualipro."
"Comment puis-je accéder à la page de connexion de QUALIPRO ?","Vous pouvez y accéder en ouvrant le lien http://srv-qualipro.sar.sn/Qualipro."
"Quelle est la toute première étape pour changer mon mot de passe ?","La première étape est d'ouvrir le lien d'accès à QUALIPRO : http://srv-qualipro.sar.sn/Qualipro."
"Que dois-je faire après avoir ouvert la page d'accueil de QUALIPRO ?","Vous devez saisir votre login dans le champ approprié."
"Quelle est la deuxième étape de la procédure de changement de mot de passe ?","La deuxième étape consiste à saisir votre login."
"Où dois-je saisir mon identifiant (login) ?","Vous devez le saisir dans le champ prévu à cet effet sur la page d'authentification de QUALIPRO."
"Que dois-je faire une fois que j'ai saisi mon login ?","Vous devez cliquer sur le lien 'changer mes paramètres d'accès'."
"Quelle est la troisième étape de la procédure ?","La troisième étape est de cliquer sur 'changer mes paramètres d'accès'."
"Sur quel bouton ou lien dois-je cliquer pour initier le changement de mot de passe ?","Vous devez cliquer sur le lien 'changer mes paramètres d'accès'."
"Où se trouve le lien 'changer mes paramètres d'accès' sur la page ?","Il se trouve sur la page d'authentification, juste en dessous du bouton 'CONNEXION'."
"Que permet de faire le lien 'changer mes paramètres d'accès' ?","Ce lien permet d'ouvrir le formulaire nécessaire pour changer votre mot de passe et votre login."
"Quelle est la quatrième étape de la procédure ?","La quatrième étape est de saisir votre ancien login, qui correspond à votre adresse e-mail @sar.sn."
"Que dois-je saisir dans le champ 'Ancien login' ?","Vous devez y saisir votre adresse e-mail professionnelle se terminant par @sar.sn."
"Quel est le format requis pour l'ancien login ?","Le format est celui d'une adresse e-mail, incluant '@sar.sn'."
"Mon login doit-il obligatoirement contenir '@sar.sn' ?","Oui, votre login est votre adresse e-mail professionnelle complète avec '@sar.sn'."
"Quelle est la cinquième étape de la procédure ?","La cinquième étape consiste à saisir votre ancien mot de passe."
"Que dois-je saisir dans le champ 'Ancien mot de passe' ?","Vous devez saisir le mot de passe que vous utilisez actuellement."
"Pourquoi est-il nécessaire de saisir mon ancien mot de passe ?","C'est une mesure de sécurité pour vérifier votre identité avant d'autoriser le changement."
"Quelle est la sixième étape de la procédure ?","La sixième étape est de saisir votre nouveau login, en conservant de préférence votre adresse e-mail @sar.sn."
"Est-il recommandé de changer mon login ?","Non, il est recommandé de conserver le même login, c'est-à-dire votre adresse e-mail @sar.sn."
"Que dois-je inscrire dans le champ 'Nouveau login' ?","Il est conseillé de conserver le même login en réinscrivant votre adresse e-mail @sar.sn."
"Puis-je utiliser un login différent de mon adresse e-mail ?","La procédure recommande fortement de conserver votre adresse e-mail @sar.sn comme login."
"Quelle est la septième étape de la procédure ?","La septième étape est de saisir votre nouveau mot de passe."
"Que dois-je saisir dans le champ 'Nouveau mot de passe' ?","Vous devez y saisir le nouveau mot de passe que vous avez choisi."
"Quelle est la huitième étape de la procédure ?","La huitième étape consiste à confirmer le nouveau mot de passe."
"Pourquoi est-il nécessaire de confirmer mon nouveau mot de passe ?","C'est pour éviter les erreurs de frappe et s'assurer que vous avez correctement saisi le mot de passe souhaité."
"Que dois-je saisir dans le champ 'Confirmez mot de passe' ?","Vous devez y saisir exactement le même mot de passe que celui entré dans le champ 'Nouveau mot de passe'."
"Le nouveau mot de passe et sa confirmation doivent-ils être identiques ?","Oui, absolument. Ils doivent être parfaitement identiques pour que la validation fonctionne."
"Quelle est la neuvième et dernière étape de la procédure ?","La dernière étape est de cliquer sur le bouton 'Valider'."
"Quelle est l'ultime étape du processus ?","L'ultime étape est de valider le formulaire en cliquant sur le bouton correspondant."
"Sur quel bouton dois-je cliquer pour finaliser l'opération ?","Vous devez cliquer sur le bouton 'Valider'."
"Combien d'étapes au total comporte le processus de changement de mot de passe ?","Le processus se déroule en 9 étapes."
"Que se passe-t-il après avoir cliqué sur 'Valider' ?","Votre mot de passe est immédiatement changé et vous pouvez vous connecter avec vos nouveaux identifiants."
"Où se trouve le bouton 'Valider' sur le formulaire ?","Il se trouve en bas du formulaire 'Changer mes paramètres d'accès'."
"Existe-t-il un bouton 'Annuler' sur ce formulaire ?","Oui, un bouton 'Annuler' est présent à côté du bouton 'Valider'."
"À quoi sert le bouton 'Annuler' ?","Il sert à abandonner l'opération de changement de mot de passe et à revenir à la page précédente."
"Combien de champs au total dois-je remplir dans le formulaire ?","Vous devez remplir 5 champs : Ancien login, Ancien mot de passe, Nouveau login, Nouveau mot de passe, et Confirmez mot de passe."
"Les champs du formulaire sont-ils tous obligatoires ?","Oui, les 5 champs (Ancien login, Ancien mot de passe, Nouveau login, Nouveau mot de passe, Confirmez mot de passe) sont obligatoires."
"Que signifie le terme 'AUTHENTIFICATION' ?","C'est le processus qui permet de vérifier votre identité avant de vous donner accès à QUALIPRO."
"Où dois-je initialement saisir mon adresse e-mail pour me connecter ?","Vous devez la saisir dans le champ 'login' sur la page d'authentification."
"Que dois-je faire si j'ai oublié mon ancien mot de passe ?","La procédure ne le précise pas, mais il faut généralement contacter l'administrateur du système."
"Puis-je changer mon mot de passe sans connaître l'ancien ?","Non, la saisie de votre ancien mot de passe est une étape obligatoire."
"Le formulaire de changement de mot de passe exige-t-il de connaître l'ancien mot de passe ?","Oui, c'est une exigence obligatoire pour des raisons de sécurité."
"Quel est le titre de la page de changement de mot de passe ?","Le titre de la page est 'Changer mes paramètres d'accès'."
"Comment s'appelle la page d'accueil de QUALIPRO où l'on se connecte ?","Elle s'appelle 'AUTHENTIFICATION'."
"Quel est le bouton principal sur la page d'authentification ?","Le bouton principal est 'CONNEXION'."
"Dois-je cliquer sur 'CONNEXION' pour changer mon mot de passe ?","Non, pour changer le mot de passe, il faut cliquer sur le lien 'changer mes paramètres d'accès'."
"Le changement de mot de passe s'effectue-t-il après s'être connecté ?","Non, il s'effectue depuis la page d'authentification, avant la connexion."
"Dois-je être connecté au préalable pour pouvoir changer mon mot de passe ?","Non, cette opération se fait depuis la page de connexion, sans être authentifié."
"Que représente le domaine '@sar.sn' ?","C'est le nom de domaine de l'entreprise SAR, utilisé dans les adresses e-mail professionnelles."
"Mon login doit-il obligatoirement se terminer par '@sar.sn' ?","Oui, d'après la procédure, le login est votre adresse e-mail professionnelle complète."
"Puis-je utiliser une adresse e-mail personnelle comme login ?","Non, vous devez utiliser votre adresse e-mail professionnelle fournie par SAR."
"Quel type d'adresse e-mail dois-je utiliser comme login ?","Vous devez utiliser votre adresse e-mail professionnelle se terminant par @sar.sn."
"Comment le login est-il représenté dans l'exemple du document ?","L'exemple de login est 'dsdiao@sar.sn'."
"Quel est l'exemple de login donné dans la procédure ?","L'exemple fourni est 'dsdiao@sar.sn'."
"Que faire si je ne connais pas mon adresse e-mail @sar.sn ?","Vous devriez contacter votre service informatique ou votre supérieur hiérarchique."
"Comment le mot de passe est-il affiché lors de la saisie dans le formulaire ?","Il est affiché sous forme de points ou d'astérisques pour des raisons de sécurité."
"Puis-je voir mon mot de passe en clair lorsque je le saisis ?","Non, il est automatiquement masqué par des points ou des astérisques pour protéger sa confidentialité."
"Combien de fois dois-je saisir mon nouveau mot de passe ?","Vous devez le saisir deux fois : une première fois dans le champ 'Nouveau mot de passe' et une seconde fois dans 'Confirmez mot de passe'."
"Pourquoi est-il nécessaire de saisir deux fois le nouveau mot de passe ?","C'est une mesure de confirmation pour s'assurer que vous n'avez pas fait de faute de frappe."
"Que se passe-t-il si les deux saisies du nouveau mot de passe ne correspondent pas ?","Le système affichera un message d'erreur et vous demandera de les saisir à nouveau."
"Que faire si j'obtiens un message d'erreur lors du changement ?","Vérifiez que toutes les informations sont correctes, notamment que votre ancien mot de passe est juste et que les deux nouveaux mots de passe sont identiques."
"Le changement de mot de passe est-il effectif immédiatement ?","Oui, une fois que vous avez validé le formulaire avec succès, le changement est immédiat."
"Puis-je réutiliser mon ancien mot de passe juste après l'avoir changé ?","Non, seul votre nouveau mot de passe sera valide pour vous connecter."
"Est-il recommandé de changer son mot de passe régulièrement ?","Oui, c'est une bonne pratique en matière de sécurité, bien que la procédure ne le spécifie pas."
"Comment choisir un mot de passe sécurisé ?","Il est conseillé d'utiliser une combinaison de lettres majuscules et minuscules, de chiffres et de caractères spéciaux."
"Mon mot de passe doit-il être complexe ?","Oui, un mot de passe complexe est fortement recommandé pour assurer la sécurité de votre compte."
"Puis-je réutiliser mon ancien mot de passe comme nouveau mot de passe ?","Techniquement, c'est parfois possible, mais ce n'est absolument pas recommandé pour des raisons de sécurité."
"Dois-je partager mon mot de passe avec mes collègues ?","Non, jamais. Un mot de passe est strictement personnel et confidentiel."
"Qui est autorisé à changer mon mot de passe ?","Seulement vous. Le changement nécessite la connaissance de votre ancien mot de passe."
"L'administrateur du système peut-il voir mon mot de passe ?","Non, les mots de passe sont normalement cryptés et ne sont visibles par personne, y compris les administrateurs."
"Que dois-je faire si je pense que quelqu'un d'autre connaît mon mot de passe ?","Vous devez le changer immédiatement en suivant la procédure décrite."
"Combien de caractères un mot de passe doit-il contenir au minimum ?","La procédure ne le spécifie pas, mais une bonne pratique est d'utiliser au moins 8 caractères."
"Puis-je utiliser mon prénom comme mot de passe ?","Ce n'est pas du tout recommandé car c'est une information facile à deviner pour autrui."
"Mon mot de passe peut-il contenir des espaces ?","Cela dépend de la politique de sécurité du système, mais c'est généralement autorisé."
"Dois-je noter mon mot de passe quelque part ?","Il est fortement recommandé de le mémoriser ou d'utiliser un gestionnaire de mots de passe sécurisé plutôt que de l'écrire."
"Que faire si je n'arrive pas à me connecter après avoir changé mon mot de passe ?","Vérifiez que vous saisissez bien le nouveau mot de passe et que la touche de verrouillage des majuscules (Caps Lock) n'est pas activée."
"Le changement de mot de passe nécessite-t-il une validation par e-mail ?","La procédure décrite ne mentionne pas de validation par e-mail."
"Vais-je recevoir un e-mail de confirmation après le changement de mot de passe ?","La procédure ne le précise pas."
"Combien de temps prend l'ensemble du processus de changement ?","Cela ne devrait prendre que quelques minutes si vous disposez de toutes les informations nécessaires."
"Puis-je changer mon mot de passe depuis mon téléphone mobile ?","Oui, c'est possible si vous pouvez accéder au lien QUALIPRO via le navigateur de votre téléphone."
"Cette procédure fonctionne-t-elle sur tous les navigateurs web ?","En général oui, mais il est toujours conseillé d'utiliser un navigateur récent et à jour."
"Dois-je être connecté au réseau de l'entreprise pour changer mon mot de passe ?","La procédure ne le précise pas, mais l'URL du type 'srv-qualipro' suggère qu'il s'agit d'un serveur interne, potentiellement accessible uniquement depuis le réseau de l'entreprise."
"Peut-on accéder à QUALIPRO depuis l'extérieur du réseau de l'entreprise ?","Cela dépend de la configuration réseau mise en place par l'entreprise ; la procédure ne donne pas cette information."
"Quelle est la différence entre un login et un mot de passe ?","Le login est votre identifiant public (votre adresse e-mail), tandis que le mot de passe est un code secret qui vous est propre."
"Qu'est-ce qu'un login ?","C'est votre nom d'utilisateur pour accéder au système. Dans ce cas, c'est votre adresse e-mail professionnelle @sar.sn."
"Qu'est-ce qu'un mot de passe ?","C'est une chaîne de caractères secrète utilisée pour vérifier votre identité et protéger l'accès à votre compte."
"Puis-je avoir plusieurs comptes QUALIPRO ?","La procédure ne le dit pas, mais en général, chaque employé ne possède qu'un seul compte."
"Mon login est-il identique à mon adresse e-mail ?","Oui, votre login est votre adresse e-mail complète se terminant par @sar.sn."
"Puis-je changer mon login ?","La procédure recommande explicitement de conserver le même login, c'est-à-dire votre adresse @sar.sn."
"Pourquoi est-il recommandé de conserver le même login ?","C'est pour maintenir la cohérence de votre identité dans le système et éviter les confusions."
"Que se passe-t-il si je décide de changer mon login malgré la recommandation ?","La procédure recommande de ne pas le faire, mais le formulaire offre techniquement cette possibilité."
"Le formulaire permet-il de saisir un nouveau login différent de l'ancien ?","Oui, un champ 'Nouveau login' existe, bien qu'il soit conseillé de réinscrire l'ancien."
"À quelle fréquence devrais-je changer mon mot de passe ?","La procédure ne le spécifie pas, mais une bonne pratique de sécurité est de le changer tous les 3 à 6 mois."
"Les mots de passe ont-ils une date d'expiration dans ce système ?","La procédure ne le mentionne pas."
"Le système va-t-il me forcer à changer mon mot de passe après un certain temps ?","La procédure ne donne pas cette information."
"Puis-je réutiliser un de mes anciens mots de passe ?","La procédure ne le précise pas, mais en général, ce n'est pas recommandé pour des raisons de sécurité."
"Combien de tentatives de connexion infructueuses ai-je avant un blocage ?","La procédure ne le spécifie pas."
"Mon compte sera-t-il bloqué après plusieurs saisies erronées du mot de passe ?","La procédure ne le mentionne pas, mais c'est une mesure de sécurité très courante."
"Comment puis-je débloquer mon compte s'il est verrouillé ?","Il faudrait contacter l'administrateur du système ou le service informatique."
"Que faire si le lien d'accès à QUALIPRO ne fonctionne pas ?","Vérifiez votre connexion Internet et l'exactitude de l'URL. Si le problème persiste, contactez le support informatique."
"Le site QUALIPRO est-il accessible 24 heures sur 24 ?","La procédure ne le précise pas."
"Y a-t-il des périodes de maintenance programmées pour le système ?","La procédure ne le mentionne pas."
"Que dois-je faire en cas de problème technique avec la plateforme ?","Vous devriez contacter le service informatique ou le support technique de QUALIPRO."
"Existe-t-il un service d'assistance dédié à QUALIPRO ?","La procédure ne fournit pas cette information."
"Puis-je réinitialiser mon mot de passe si je l'ai oublié ?","La procédure décrite ne couvre pas ce cas. Il faudrait probablement contacter l'administrateur."
"Y a-t-il un lien 'Mot de passe oublié' sur la page de connexion ?","La procédure ne le mentionne pas."
"Comment puis-je récupérer l'accès à mon compte si j'ai oublié mes identifiants ?","Vous devriez contacter le service informatique ou votre supérieur hiérarchique."
"Le changement de mon mot de passe QUALIPRO affecte-t-il mes autres applications ?","Non, ce changement est spécifique à l'application QUALIPRO uniquement."
"Dois-je utiliser le même mot de passe pour d'autres systèmes ?","Non, il est fortement recommandé d'utiliser des mots de passe différents pour chaque système ou application."
"Mon mot de passe QUALIPRO doit-il être différent de mon mot de passe de session Windows ?","Oui, utiliser des mots de passe différents est une bonne pratique de sécurité."
"Que signifie l'expression 'paramètres d'accès' ?","Elle désigne l'ensemble de vos informations de connexion, c'est-à-dire votre login et votre mot de passe."
"Puis-je modifier d'autres paramètres que mon mot de passe via ce formulaire ?","Le titre du formulaire suggère que oui, mais la procédure se concentre uniquement sur le changement de login et de mot de passe."
"De quelle couleur est le bouton 'Valider' ?","D'après l'image de la procédure, le bouton 'Valider' est bleu foncé."
"De quelle couleur est le bouton 'Annuler' ?","D'après l'image de la procédure, le bouton 'Annuler' est rouge/orange."
